ProductID,Name,ProductNumber,Color,StandardCost,ListPrice,Size,Weight,ProductSubcategoryID
680,"HL Road Frame - Black, 58",FR-R92B-58,Black,1059.31,1431.5,58,2.24,14
706,"HL Road Frame - Red, 58",FR-R92R-58,Red,1059.31,1431.5,58,2.24,14
707,"Sport-100 Helmet, Red",HL-U509-R,Red,13.0863,34.99,NA,NA,31
708,"Sport-100 Helmet, Black",HL-U509,Black,13.0863,34.99,NA,NA,31
709,"Mountain Bike Socks, M",SO-B909-M,White,3.3963,9.5,M,NA,23
710,"Mountain Bike Socks, L",SO-B909-L,White,3.3963,9.5,L,NA,23
711,"Sport-100 Helmet, Blue",HL-U509-B,Blue,13.0863,34.99,NA,NA,31
712,AWC Logo Cap,CA-1098,Multi,6.9223,8.99,NA,NA,19
713,"Long-Sleeve Logo Jersey, S",LJ-0192-S,Multi,38.4923,49.99,S,NA,21
714,"Long-Sleeve Logo Jersey, M",LJ-0192-M,Multi,38.4923,49.99,M,NA,21
715,"Long-Sleeve Logo Jersey, L",LJ-0192-L,Multi,38.4923,49.99,L,NA,21
716,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,Multi,38.4923,49.99,XL,NA,21
717,"HL Road Frame - Red, 62",FR-R92R-62,Red,868.6342,1431.5,62,2.3,14
718,"HL Road Frame - Red, 44",FR-R92R-44,Red,868.6342,1431.5,44,2.12,14
719,"HL Road Frame - Red, 48",FR-R92R-48,Red,868.6342,1431.5,48,2.16,14
720,"HL Road Frame - Red, 52",FR-R92R-52,Red,868.6342,1431.5,52,2.2,14
721,"HL Road Frame - Red, 56",FR-R92R-56,Red,868.6342,1431.5,56,2.24,14
722,"LL Road Frame - Black, 58",FR-R38B-58,Black,204.6251,337.22,58,2.46,14
723,"LL Road Frame - Black, 60",FR-R38B-60,Black,204.6251,337.22,60,2.48,14
724,"LL Road Frame - Black, 62",FR-R38B-62,Black,204.6251,337.22,62,2.5,14
725,"LL Road Frame - Red, 44",FR-R38R-44,Red,187.1571,337.22,44,2.32,14
726,"LL Road Frame - Red, 48",FR-R38R-48,Red,187.1571,337.22,48,2.36,14
727,"LL Road Frame - Red, 52",FR-R38R-52,Red,187.1571,337.22,52,2.4,14
728,"LL Road Frame - Red, 58",FR-R38R-58,Red,187.1571,337.22,58,2.46,14
729,"LL Road Frame - Red, 60",FR-R38R-60,Red,187.1571,337.22,60,2.48,14
730,"LL Road Frame - Red, 62",FR-R38R-62,Red,187.1571,337.22,62,2.5,14
731,"ML Road Frame - Red, 44",FR-R72R-44,Red,352.1394,594.83,44,2.22,14
732,"ML Road Frame - Red, 48",FR-R72R-48,Red,352.1394,594.83,48,2.26,14
733,"ML Road Frame - Red, 52",FR-R72R-52,Red,352.1394,594.83,52,2.3,14
734,"ML Road Frame - Red, 58",FR-R72R-58,Red,352.1394,594.83,58,2.36,14
735,"ML Road Frame - Red, 60",FR-R72R-60,Red,352.1394,594.83,60,2.38,14
736,"LL Road Frame - Black, 44",FR-R38B-44,Black,204.6251,337.22,44,2.32,14
737,"LL Road Frame - Black, 48",FR-R38B-48,Black,204.6251,337.22,48,2.36,14
738,"LL Road Frame - Black, 52",FR-R38B-52,Black,204.6251,337.22,52,2.4,14
739,"HL Mountain Frame - Silver, 42",FR-M94S-42,Silver,747.2002,1364.5,42,2.72,12
740,"HL Mountain Frame - Silver, 44",FR-M94S-44,Silver,706.811,1364.5,44,2.76,12
741,"HL Mountain Frame - Silver, 48",FR-M94S-52,Silver,706.811,1364.5,48,2.8,12
742,"HL Mountain Frame - Silver, 46",FR-M94S-46,Silver,747.2002,1364.5,46,2.84,12
743,"HL Mountain Frame - Black, 42",FR-M94B-42,Black,739.041,1349.6,42,2.72,12
744,"HL Mountain Frame - Black, 44",FR-M94B-44,Black,699.0928,1349.6,44,2.76,12
745,"HL Mountain Frame - Black, 48",FR-M94B-48,Black,699.0928,1349.6,48,2.8,12
746,"HL Mountain Frame - Black, 46",FR-M94B-46,Black,739.041,1349.6,46,2.84,12
747,"HL Mountain Frame - Black, 38",FR-M94B-38,Black,739.041,1349.6,38,2.68,12
748,"HL Mountain Frame - Silver, 38",FR-M94S-38,Silver,747.2002,1364.5,38,2.68,12
749,"Road-150 Red, 62",BK-R93R-62,Red,2171.2942,3578.27,62,15,2
750,"Road-150 Red, 44",BK-R93R-44,Red,2171.2942,3578.27,44,13.77,2
751,"Road-150 Red, 48",BK-R93R-48,Red,2171.2942,3578.27,48,14.13,2
752,"Road-150 Red, 52",BK-R93R-52,Red,2171.2942,3578.27,52,14.42,2
753,"Road-150 Red, 56",BK-R93R-56,Red,2171.2942,3578.27,56,14.68,2
754,"Road-450 Red, 58",BK-R68R-58,Red,884.7083,1457.99,58,17.79,2
755,"Road-450 Red, 60",BK-R68R-60,Red,884.7083,1457.99,60,17.9,2
756,"Road-450 Red, 44",BK-R68R-44,Red,884.7083,1457.99,44,16.77,2
757,"Road-450 Red, 48",BK-R68R-48,Red,884.7083,1457.99,48,17.13,2
758,"Road-450 Red, 52",BK-R68R-52,Red,884.7083,1457.99,52,17.42,2
759,"Road-650 Red, 58",BK-R50R-58,Red,486.7066,782.99,58,19.79,2
760,"Road-650 Red, 60",BK-R50R-60,Red,486.7066,782.99,60,19.9,2
761,"Road-650 Red, 62",BK-R50R-62,Red,486.7066,782.99,62,20,2
762,"Road-650 Red, 44",BK-R50R-44,Red,486.7066,782.99,44,18.77,2
763,"Road-650 Red, 48",BK-R50R-48,Red,486.7066,782.99,48,19.13,2
764,"Road-650 Red, 52",BK-R50R-52,Red,486.7066,782.99,52,19.42,2
765,"Road-650 Black, 58",BK-R50B-58,Black,486.7066,782.99,58,19.79,2
766,"Road-650 Black, 60",BK-R50B-60,Black,486.7066,782.99,60,19.9,2
767,"Road-650 Black, 62",BK-R50B-62,Black,486.7066,782.99,62,20,2
768,"Road-650 Black, 44",BK-R50B-44,Black,486.7066,782.99,44,18.77,2
769,"Road-650 Black, 48",BK-R50B-48,Black,486.7066,782.99,48,19.13,2
770,"Road-650 Black, 52",BK-R50B-52,Black,486.7066,782.99,52,19.42,2
771,"Mountain-100 Silver, 38",BK-M82S-38,Silver,1912.1544,3399.99,38,20.35,1
772,"Mountain-100 Silver, 42",BK-M82S-42,Silver,1912.1544,3399.99,42,20.77,1
773,"Mountain-100 Silver, 44",BK-M82S-44,Silver,1912.1544,3399.99,44,21.13,1
774,"Mountain-100 Silver, 48",BK-M82S-48,Silver,1912.1544,3399.99,48,21.42,1
775,"Mountain-100 Black, 38",BK-M82B-38,Black,1898.0944,3374.99,38,20.35,1
776,"Mountain-100 Black, 42",BK-M82B-42,Black,1898.0944,3374.99,42,20.77,1
777,"Mountain-100 Black, 44",BK-M82B-44,Black,1898.0944,3374.99,44,21.13,1
778,"Mountain-100 Black, 48",BK-M82B-48,Black,1898.0944,3374.99,48,21.42,1
779,"Mountain-200 Silver, 38",BK-M68S-38,Silver,1265.6195,2319.99,38,23.35,1
780,"Mountain-200 Silver, 42",BK-M68S-42,Silver,1265.6195,2319.99,42,23.77,1
781,"Mountain-200 Silver, 46",BK-M68S-46,Silver,1265.6195,2319.99,46,24.13,1
782,"Mountain-200 Black, 38",BK-M68B-38,Black,1251.9813,2294.99,38,23.35,1
783,"Mountain-200 Black, 42",BK-M68B-42,Black,1251.9813,2294.99,42,23.77,1
784,"Mountain-200 Black, 46",BK-M68B-46,Black,1251.9813,2294.99,46,24.13,1
785,"Mountain-300 Black, 38",BK-M47B-38,Black,598.4354,1079.99,38,25.35,1
786,"Mountain-300 Black, 40",BK-M47B-40,Black,598.4354,1079.99,40,25.77,1
787,"Mountain-300 Black, 44",BK-M47B-44,Black,598.4354,1079.99,44,26.13,1
788,"Mountain-300 Black, 48",BK-M47B-48,Black,598.4354,1079.99,48,26.42,1
789,"Road-250 Red, 44",BK-R89R-44,Red,1518.7864,2443.35,44,14.77,2
790,"Road-250 Red, 48",BK-R89R-48,Red,1518.7864,2443.35,48,15.13,2
791,"Road-250 Red, 52",BK-R89R-52,Red,1518.7864,2443.35,52,15.42,2
792,"Road-250 Red, 58",BK-R89R-58,Red,1554.9479,2443.35,58,15.79,2
793,"Road-250 Black, 44",BK-R89B-44,Black,1554.9479,2443.35,44,14.77,2
794,"Road-250 Black, 48",BK-R89B-48,Black,1554.9479,2443.35,48,15.13,2
795,"Road-250 Black, 52",BK-R89B-52,Black,1554.9479,2443.35,52,15.42,2
796,"Road-250 Black, 58",BK-R89B-58,Black,1554.9479,2443.35,58,15.68,2
797,"Road-550-W Yellow, 38",BK-R64Y-38,Yellow,713.0798,1120.49,38,17.35,2
798,"Road-550-W Yellow, 40",BK-R64Y-40,Yellow,713.0798,1120.49,40,17.77,2
799,"Road-550-W Yellow, 42",BK-R64Y-42,Yellow,713.0798,1120.49,42,18.13,2
800,"Road-550-W Yellow, 44",BK-R64Y-44,Yellow,713.0798,1120.49,44,18.42,2
801,"Road-550-W Yellow, 48",BK-R64Y-48,Yellow,713.0798,1120.49,48,18.68,2
802,LL Fork,FK-1639,NA,65.8097,148.22,NA,NA,10
803,ML Fork,FK-5136,NA,77.9176,175.49,NA,NA,10
804,HL Fork,FK-9939,NA,101.8936,229.49,NA,NA,10
805,LL Headset,HS-0296,NA,15.1848,34.2,NA,NA,11
806,ML Headset,HS-2451,NA,45.4168,102.29,NA,NA,11
807,HL Headset,HS-3479,NA,55.3801,124.73,NA,NA,11
808,LL Mountain Handlebars,HB-M243,NA,19.7758,44.54,NA,NA,4
809,ML Mountain Handlebars,HB-M763,NA,27.4925,61.92,NA,NA,4
810,HL Mountain Handlebars,HB-M918,NA,53.3999,120.27,NA,NA,4
811,LL Road Handlebars,HB-R504,NA,19.7758,44.54,NA,NA,4
812,ML Road Handlebars,HB-R720,NA,27.4925,61.92,NA,NA,4
813,HL Road Handlebars,HB-R956,NA,53.3999,120.27,NA,NA,4
814,"ML Mountain Frame - Black, 38",FR-M63B-38,Black,185.8193,348.76,38,2.73,12
815,LL Mountain Front Wheel,FW-M423,Black,26.9708,60.745,NA,NA,17
816,ML Mountain Front Wheel,FW-M762,Black,92.8071,209.025,NA,NA,17
817,HL Mountain Front Wheel,FW-M928,Black,133.2955,300.215,NA,NA,17
818,LL Road Front Wheel,FW-R623,Black,37.9909,85.565,NA,900,17
819,ML Road Front Wheel,FW-R762,Black,110.2829,248.385,NA,850,17
820,HL Road Front Wheel,FW-R820,Black,146.5466,330.06,NA,650,17
821,Touring Front Wheel,FW-T905,Black,96.7964,218.01,NA,NA,17
822,"ML Road Frame-W - Yellow, 38",FR-R72Y-38,Yellow,360.9428,594.83,38,2.18,14
823,LL Mountain Rear Wheel,RW-M423,Black,38.9588,87.745,NA,NA,17
824,ML Mountain Rear Wheel,RW-M762,Black,104.7951,236.025,NA,NA,17
825,HL Mountain Rear Wheel,RW-M928,Black,145.2835,327.215,NA,NA,17
826,LL Road Rear Wheel,RW-R623,Black,49.9789,112.565,NA,1050,17
827,ML Road Rear Wheel,RW-R762,Black,122.2709,275.385,NA,1000,17
828,HL Road Rear Wheel,RW-R820,Black,158.5346,357.06,NA,890,17
829,Touring Rear Wheel,RW-T905,Black,108.7844,245.01,NA,NA,17
830,"ML Mountain Frame - Black, 40",FR-M63B-40,Black,185.8193,348.76,40,2.77,12
831,"ML Mountain Frame - Black, 44",FR-M63B-44,Black,185.8193,348.76,44,2.81,12
832,"ML Mountain Frame - Black, 48",FR-M63B-48,Black,185.8193,348.76,48,2.85,12
833,"ML Road Frame-W - Yellow, 40",FR-R72Y-40,Yellow,360.9428,594.83,40,2.22,14
834,"ML Road Frame-W - Yellow, 42",FR-R72Y-42,Yellow,360.9428,594.83,42,2.26,14
835,"ML Road Frame-W - Yellow, 44",FR-R72Y-44,Yellow,360.9428,594.83,44,2.3,14
836,"ML Road Frame-W - Yellow, 48",FR-R72Y-48,Yellow,360.9428,594.83,48,2.34,14
837,"HL Road Frame - Black, 62",FR-R92B-62,Black,868.6342,1431.5,62,2.3,14
838,"HL Road Frame - Black, 44",FR-R92B-44,Black,868.6342,1431.5,44,2.12,14
839,"HL Road Frame - Black, 48",FR-R92B-48,Black,868.6342,1431.5,48,2.16,14
840,"HL Road Frame - Black, 52",FR-R92B-52,Black,868.6342,1431.5,52,2.2,14
841,"Men's Sports Shorts, S",SH-M897-S,Black,24.7459,59.99,S,NA,22
842,"Touring-Panniers, Large",PA-T100,Grey,51.5625,125,NA,NA,35
843,Cable Lock,LO-C100,NA,10.3125,25,NA,NA,34
844,Minipump,PU-0452,NA,8.2459,19.99,NA,NA,36
845,Mountain Pump,PU-M044,NA,10.3084,24.99,NA,NA,36
846,Taillights - Battery-Powered,LT-T990,NA,5.7709,13.99,NA,NA,33
847,Headlights - Dual-Beam,LT-H902,NA,14.4334,34.99,NA,NA,33
848,Headlights - Weatherproof,LT-H903,NA,18.5584,44.99,NA,NA,33
849,"Men's Sports Shorts, M",SH-M897-M,Black,24.7459,59.99,M,NA,22
850,"Men's Sports Shorts, L",SH-M897-L,Black,24.7459,59.99,L,NA,22
851,"Men's Sports Shorts, XL",SH-M897-X,Black,24.7459,59.99,XL,NA,22
852,"Women's Tights, S",TG-W091-S,Black,30.9334,74.99,S,NA,24
853,"Women's Tights, M",TG-W091-M,Black,30.9334,74.99,M,NA,24
854,"Women's Tights, L",TG-W091-L,Black,30.9334,74.99,L,NA,24
855,"Men's Bib-Shorts, S",SB-M891-S,Multi,37.1209,89.99,S,NA,18
856,"Men's Bib-Shorts, M",SB-M891-M,Multi,37.1209,89.99,M,NA,18
857,"Men's Bib-Shorts, L",SB-M891-L,Multi,37.1209,89.99,L,NA,18
858,"Half-Finger Gloves, S",GL-H102-S,Black,9.1593,24.49,S,NA,20
859,"Half-Finger Gloves, M",GL-H102-M,Black,9.1593,24.49,M,NA,20
860,"Half-Finger Gloves, L",GL-H102-L,Black,9.1593,24.49,L,NA,20
861,"Full-Finger Gloves, S",GL-F110-S,Black,15.6709,37.99,S,NA,20
862,"Full-Finger Gloves, M",GL-F110-M,Black,15.6709,37.99,M,NA,20
863,"Full-Finger Gloves, L",GL-F110-L,Black,15.6709,37.99,L,NA,20
864,"Classic Vest, S",VE-C304-S,Blue,23.749,63.5,S,NA,25
865,"Classic Vest, M",VE-C304-M,Blue,23.749,63.5,M,NA,25
866,"Classic Vest, L",VE-C304-L,Blue,23.749,63.5,L,NA,25
867,"Women's Mountain Shorts, S",SH-W890-S,Black,26.1763,69.99,S,NA,22
868,"Women's Mountain Shorts, M",SH-W890-M,Black,26.1763,69.99,M,NA,22
869,"Women's Mountain Shorts, L",SH-W890-L,Black,26.1763,69.99,L,NA,22
870,Water Bottle - 30 oz.,WB-H098,NA,1.8663,4.99,NA,NA,28
871,Mountain Bottle Cage,BC-M005,NA,3.7363,9.99,NA,NA,28
872,Road Bottle Cage,BC-R205,NA,3.3623,8.99,NA,NA,28
873,Patch Kit/8 Patches,PK-7098,NA,0.8565,2.29,NA,NA,37
874,"Racing Socks, M",SO-R809-M,White,3.3623,8.99,M,NA,23
875,"Racing Socks, L",SO-R809-L,White,3.3623,8.99,L,NA,23
876,Hitch Rack - 4-Bike,RA-H123,NA,44.88,120,NA,NA,26
877,Bike Wash - Dissolver,CL-9009,NA,2.9733,7.95,NA,NA,29
878,Fender Set - Mountain,FE-6654,NA,8.2205,21.98,NA,NA,30
879,All-Purpose Bike Stand,ST-1401,NA,59.466,159,NA,NA,27
880,Hydration Pack - 70 oz.,HY-1023-70,Silver,20.5663,54.99,70,NA,32
881,"Short-Sleeve Classic Jersey, S",SJ-0194-S,Yellow,41.5723,53.99,S,NA,21
882,"Short-Sleeve Classic Jersey, M",SJ-0194-M,Yellow,41.5723,53.99,M,NA,21
883,"Short-Sleeve Classic Jersey, L",SJ-0194-L,Yellow,41.5723,53.99,L,NA,21
884,"Short-Sleeve Classic Jersey, XL",SJ-0194-X,Yellow,41.5723,53.99,XL,NA,21
885,"HL Touring Frame - Yellow, 60",FR-T98Y-60,Yellow,601.7437,1003.91,60,3.08,16
886,"LL Touring Frame - Yellow, 62",FR-T67Y-62,Yellow,199.8519,333.42,62,3.2,16
887,"HL Touring Frame - Yellow, 46",FR-T98Y-46,Yellow,601.7437,1003.91,46,2.96,16
888,"HL Touring Frame - Yellow, 50",FR-T98Y-50,Yellow,601.7437,1003.91,50,3,16
889,"HL Touring Frame - Yellow, 54",FR-T98Y-54,Yellow,601.7437,1003.91,54,3.04,16
890,"HL Touring Frame - Blue, 46",FR-T98U-46,Blue,601.7437,1003.91,46,2.96,16
891,"HL Touring Frame - Blue, 50",FR-T98U-50,Blue,601.7437,1003.91,50,3,16
892,"HL Touring Frame - Blue, 54",FR-T98U-54,Blue,601.7437,1003.91,54,3.04,16
893,"HL Touring Frame - Blue, 60",FR-T98U-60,Blue,601.7437,1003.91,60,3.08,16
894,Rear Derailleur,RD-2308,Silver,53.9282,121.46,NA,215,9
895,"LL Touring Frame - Blue, 50",FR-T67U-50,Blue,199.8519,333.42,50,3.1,16
896,"LL Touring Frame - Blue, 54",FR-T67U-54,Blue,199.8519,333.42,54,3.14,16
897,"LL Touring Frame - Blue, 58",FR-T67U-58,Blue,199.8519,333.42,58,3.16,16
898,"LL Touring Frame - Blue, 62",FR-T67U-62,Blue,199.8519,333.42,62,3.2,16
899,"LL Touring Frame - Yellow, 44",FR-T67Y-44,Yellow,199.8519,333.42,44,3.02,16
900,"LL Touring Frame - Yellow, 50",FR-T67Y-50,Yellow,199.8519,333.42,50,3.1,16
901,"LL Touring Frame - Yellow, 54",FR-T67Y-54,Yellow,199.8519,333.42,54,3.14,16
902,"LL Touring Frame - Yellow, 58",FR-T67Y-58,Yellow,199.8519,333.42,58,3.16,16
903,"LL Touring Frame - Blue, 44",FR-T67U-44,Blue,199.8519,333.42,44,3.02,16
904,"ML Mountain Frame-W - Silver, 40",FR-M63S-40,Silver,199.3757,364.09,40,2.77,12
905,"ML Mountain Frame-W - Silver, 42",FR-M63S-42,Silver,199.3757,364.09,42,2.81,12
906,"ML Mountain Frame-W - Silver, 46",FR-M63S-46,Silver,199.3757,364.09,46,2.85,12
907,Rear Brakes,RB-9231,Silver,47.286,106.5,NA,317,6
908,LL Mountain Seat/Saddle,SE-M236,NA,12.0413,27.12,NA,NA,15
909,ML Mountain Seat/Saddle,SE-M798,NA,17.3782,39.14,NA,NA,15
910,HL Mountain Seat/Saddle,SE-M940,NA,23.3722,52.64,NA,NA,15
911,LL Road Seat/Saddle,SE-R581,NA,12.0413,27.12,NA,NA,15
912,ML Road Seat/Saddle,SE-R908,NA,17.3782,39.14,NA,NA,15
913,HL Road Seat/Saddle,SE-R995,NA,23.3722,52.64,NA,NA,15
914,LL Touring Seat/Saddle,SE-T312,NA,12.0413,27.12,NA,NA,15
915,ML Touring Seat/Saddle,SE-T762,NA,17.3782,39.14,NA,NA,15
916,HL Touring Seat/Saddle,SE-T924,NA,23.3722,52.64,NA,NA,15
917,"LL Mountain Frame - Silver, 42",FR-M21S-42,Silver,144.5938,264.05,42,2.92,12
918,"LL Mountain Frame - Silver, 44",FR-M21S-44,Silver,144.5938,264.05,44,2.96,12
919,"LL Mountain Frame - Silver, 48",FR-M21S-48,Silver,144.5938,264.05,48,3,12
920,"LL Mountain Frame - Silver, 52",FR-M21S-52,Silver,144.5938,264.05,52,3.04,12
921,Mountain Tire Tube,TT-M928,NA,1.8663,4.99,NA,NA,37
922,Road Tire Tube,TT-R982,NA,1.4923,3.99,NA,NA,37
923,Touring Tire Tube,TT-T092,NA,1.8663,4.99,NA,NA,37
924,"LL Mountain Frame - Black, 42",FR-M21B-42,Black,136.785,249.79,42,2.92,12
925,"LL Mountain Frame - Black, 44",FR-M21B-44,Black,136.785,249.79,44,2.96,12
926,"LL Mountain Frame - Black, 48",FR-M21B-48,Black,136.785,249.79,48,3,12
927,"LL Mountain Frame - Black, 52",FR-M21B-52,Black,136.785,249.79,52,3.04,12
928,LL Mountain Tire,TI-M267,NA,9.3463,24.99,NA,NA,37
929,ML Mountain Tire,TI-M602,NA,11.2163,29.99,NA,NA,37
930,HL Mountain Tire,TI-M823,NA,13.09,35,NA,NA,37
931,LL Road Tire,TI-R092,NA,8.0373,21.49,NA,NA,37
932,ML Road Tire,TI-R628,NA,9.3463,24.99,NA,NA,37
933,HL Road Tire,TI-R982,NA,12.1924,32.6,NA,NA,37
934,Touring Tire,TI-T723,NA,10.8423,28.99,NA,NA,37
935,LL Mountain Pedal,PD-M282,Silver/Black,17.9776,40.49,NA,218,13
936,ML Mountain Pedal,PD-M340,Silver/Black,27.568,62.09,NA,215,13
937,HL Mountain Pedal,PD-M562,Silver/Black,35.9596,80.99,NA,185,13
938,LL Road Pedal,PD-R347,Silver/Black,17.9776,40.49,NA,189,13
939,ML Road Pedal,PD-R563,Silver/Black,27.568,62.09,NA,168,13
940,HL Road Pedal,PD-R853,Silver/Black,35.9596,80.99,NA,149,13
941,Touring Pedal,PD-T852,Silver/Black,35.9596,80.99,NA,NA,13
942,"ML Mountain Frame-W - Silver, 38",FR-M63S-38,Silver,199.3757,364.09,38,2.73,12
943,"LL Mountain Frame - Black, 40",FR-M21B-40,Black,136.785,249.79,40,2.88,12
944,"LL Mountain Frame - Silver, 40",FR-M21S-40,Silver,144.5938,264.05,40,2.88,12
945,Front Derailleur,FD-2342,Silver,40.6216,91.49,NA,88,9
946,LL Touring Handlebars,HB-T721,NA,20.464,46.09,NA,NA,4
947,HL Touring Handlebars,HB-T928,NA,40.6571,91.57,NA,NA,4
948,Front Brakes,FB-9873,Silver,47.286,106.5,NA,317,6
949,LL Crankset,CS-4759,Black,77.9176,175.49,NA,600,8
950,ML Crankset,CS-6583,Black,113.8816,256.49,NA,635,8
951,HL Crankset,CS-9183,Black,179.8156,404.99,NA,575,8
952,Chain,CH-0234,Silver,8.9866,20.24,NA,NA,7
953,"Touring-2000 Blue, 60",BK-T44U-60,Blue,755.1508,1214.85,60,27.9,3
954,"Touring-1000 Yellow, 46",BK-T79Y-46,Yellow,1481.9379,2384.07,46,25.13,3
955,"Touring-1000 Yellow, 50",BK-T79Y-50,Yellow,1481.9379,2384.07,50,25.42,3
956,"Touring-1000 Yellow, 54",BK-T79Y-54,Yellow,1481.9379,2384.07,54,25.68,3
957,"Touring-1000 Yellow, 60",BK-T79Y-60,Yellow,1481.9379,2384.07,60,25.9,3
958,"Touring-3000 Blue, 54",BK-T18U-54,Blue,461.4448,742.35,54,29.68,3
959,"Touring-3000 Blue, 58",BK-T18U-58,Blue,461.4448,742.35,58,29.9,3
960,"Touring-3000 Blue, 62",BK-T18U-62,Blue,461.4448,742.35,62,30,3
961,"Touring-3000 Yellow, 44",BK-T18Y-44,Yellow,461.4448,742.35,44,28.77,3
962,"Touring-3000 Yellow, 50",BK-T18Y-50,Yellow,461.4448,742.35,50,29.13,3
963,"Touring-3000 Yellow, 54",BK-T18Y-54,Yellow,461.4448,742.35,54,29.42,3
964,"Touring-3000 Yellow, 58",BK-T18Y-58,Yellow,461.4448,742.35,58,29.79,3
965,"Touring-3000 Yellow, 62",BK-T18Y-62,Yellow,461.4448,742.35,62,30,3
966,"Touring-1000 Blue, 46",BK-T79U-46,Blue,1481.9379,2384.07,46,25.13,3
967,"Touring-1000 Blue, 50",BK-T79U-50,Blue,1481.9379,2384.07,50,25.42,3
968,"Touring-1000 Blue, 54",BK-T79U-54,Blue,1481.9379,2384.07,54,25.68,3
969,"Touring-1000 Blue, 60",BK-T79U-60,Blue,1481.9379,2384.07,60,25.9,3
970,"Touring-2000 Blue, 46",BK-T44U-46,Blue,755.1508,1214.85,46,27.13,3
971,"Touring-2000 Blue, 50",BK-T44U-50,Blue,755.1508,1214.85,50,27.42,3
972,"Touring-2000 Blue, 54",BK-T44U-54,Blue,755.1508,1214.85,54,27.68,3
973,"Road-350-W Yellow, 40",BK-R79Y-40,Yellow,1082.51,1700.99,40,15.35,2
974,"Road-350-W Yellow, 42",BK-R79Y-42,Yellow,1082.51,1700.99,42,15.77,2
975,"Road-350-W Yellow, 44",BK-R79Y-44,Yellow,1082.51,1700.99,44,16.13,2
976,"Road-350-W Yellow, 48",BK-R79Y-48,Yellow,1082.51,1700.99,48,16.42,2
977,"Road-750 Black, 58",BK-R19B-58,Black,343.6496,539.99,58,20.79,2
978,"Touring-3000 Blue, 44",BK-T18U-44,Blue,461.4448,742.35,44,28.77,3
979,"Touring-3000 Blue, 50",BK-T18U-50,Blue,461.4448,742.35,50,29.13,3
980,"Mountain-400-W Silver, 38",BK-M38S-38,Silver,419.7784,769.49,38,26.35,1
981,"Mountain-400-W Silver, 40",BK-M38S-40,Silver,419.7784,769.49,40,26.77,1
982,"Mountain-400-W Silver, 42",BK-M38S-42,Silver,419.7784,769.49,42,27.13,1
983,"Mountain-400-W Silver, 46",BK-M38S-46,Silver,419.7784,769.49,46,27.42,1
984,"Mountain-500 Silver, 40",BK-M18S-40,Silver,308.2179,564.99,40,27.35,1
985,"Mountain-500 Silver, 42",BK-M18S-42,Silver,308.2179,564.99,42,27.77,1
986,"Mountain-500 Silver, 44",BK-M18S-44,Silver,308.2179,564.99,44,28.13,1
987,"Mountain-500 Silver, 48",BK-M18S-48,Silver,308.2179,564.99,48,28.42,1
988,"Mountain-500 Silver, 52",BK-M18S-52,Silver,308.2179,564.99,52,28.68,1
989,"Mountain-500 Black, 40",BK-M18B-40,Black,294.5797,539.99,40,27.35,1
990,"Mountain-500 Black, 42",BK-M18B-42,Black,294.5797,539.99,42,27.77,1
991,"Mountain-500 Black, 44",BK-M18B-44,Black,294.5797,539.99,44,28.13,1
992,"Mountain-500 Black, 48",BK-M18B-48,Black,294.5797,539.99,48,28.42,1
993,"Mountain-500 Black, 52",BK-M18B-52,Black,294.5797,539.99,52,28.68,1
994,LL Bottom Bracket,BB-7421,NA,23.9716,53.99,NA,223,5
995,ML Bottom Bracket,BB-8107,NA,44.9506,101.24,NA,168,5
996,HL Bottom Bracket,BB-9108,NA,53.9416,121.49,NA,170,5
997,"Road-750 Black, 44",BK-R19B-44,Black,343.6496,539.99,44,19.77,2
998,"Road-750 Black, 48",BK-R19B-48,Black,343.6496,539.99,48,20.13,2
999,"Road-750 Black, 52",BK-R19B-52,Black,343.6496,539.99,52,20.42,2
